,0,1
0,1253848024998002694,RT @LuluFriesdat: Ppl are writing letters to the editor asking for $4 BILLION for #Election2020 funding. Have you taken 5 mins to write Con…
1,1253847133343617024,RT @LeslieBarnesIN: As Wisconsin Health officials compile data on people who contracted coronavirus from voting in 1 of the 5 polling place…
2,1253846763527639040,"RT @ElectJoeScott: The bluest county in the largest swing state needs an elections official who will protect our votes from all enemies, fo…"
3,1253846742623289344,"RT @DillardVicki: Even though we are the BASE of the Democrats, we get NO #tangibles &amp; we experience more voter theft than anyone, we are s…"
4,1253846257593987075,"RT @Resistance_Rabs: Trump isn't relying on the vote #Election2020

No one relying on the vote would constantly tell their voters to kill t…"
5,1253845344183607296,"RT @ElectJoeScott: The bluest county in the largest swing state needs an elections official who will protect our votes from all enemies, fo…"
6,1253844590483947523,RT @HashtagSpiruli: W/out accountability (to actually answer questions) there is no transparency.... #COVIDー19 #CoronaVirus #MAGA #FoxNews…
7,1253843131121967107,RT @KayLyme: Thank you afscme for the endorsement!! #election2020 #peopleoverpolitics https://t.co/39OXIQXc9R
8,1253842029546618880,RT @Flammableanimal: Let's be really clear.  Both Presidential candidates for 2020 suck.  Time to write-in Roseanne Barr again...or someone…
9,1253840866273144832,"RT @solrieder: Who would you rather have as President, and tell me why in the comments.  #joeExotic #JoeBiden #tigerking #DNC #Election2020"
10,1253840413888327684,RT @HashtagSpiruli: W/out accountability (to actually answer questions) there is no transparency.... #COVIDー19 #CoronaVirus #MAGA #FoxNews…
11,1253839434513960960,RT @ElisaMichaels: Biden is only needed to get the #Democrats ‘ foot back in the door. They will promptly put him in a very Special Assiste…
12,1253838888302501889,RT @JamieforOregon: That includes saying no to fossil fuel &amp; #BigPharma money &amp; voluntarily limiting donations. My campaign is powered by s…
13,1253837661619576832,"RT @wqbelle: Editorial cartoon by Michael de Adder
#CoronaVirus #CoronaOutbreak #ChinaCoronaVirus #PencePandemic #MikePence #Election2020 #…"
14,1253837635413577730,"RT @wqbelle: Editorial cartoon by John Darkow
#CoronaVirus #CoronaOutbreak #ChinaCoronaVirus #PencePandemic #MikePence #Election2020 #VoteB…"
15,1253833185856716800,RT @PosLiberal: #SleepyJoe #Biden #Biden2020 #VoteBlue2020 #MAGA #Election2020 #Clorox #TrumpPressBriefing #FakeNews #Resist #VoteByMail #V…
16,1253830525816573953,RT @JorgeLandARQ: Im going to say again! Is @chavezcandanga  from #EEUU #Election2020 https://t.co/kzNQMl2X8b
17,1253830499992305668,"RT @JohnPaulVann: As long as the Imperial College @imperialcollege models damage capitalism, President Trump, the US economy, and grow gove…"
18,1253830461505318912,RT @MaubachD: In what could be the greatest conundrum in history: what if CNN themselves reported they were fake news? It would be 100% tru…
19,1253830409957359619,RT @PosLiberal: #SleepyJoe #Biden #Biden2020 #VoteBlue2020 #MAGA #Election2020 #Clorox #TrumpPressBriefing #FakeNews #Resist #VoteByMail #V…
20,1253830371684364288,RT @BAMAPERRY: Democrats to Replace Biden at Convention Over Tara Reade Sexual Assault Allegations? https://t.co/uh2kfdzbMV #Election2020 v…
21,1253829879939977216,"RT @TWLINews: Reminder Gov #Cuomo Announced Everyone Who is Eligible to Vote in #NewYork, Will be Able to #Vote By Mail in this Year's #Pri…"
22,1253829832674246659,RT @PosLiberal: #SleepyJoe #Biden #Biden2020 #VoteBlue2020 #MAGA #Election2020 #Clorox #TrumpPressBriefing #FakeNews #Resist #VoteByMail #V…
23,1253829533683388417,"RT @DillardVicki: Even though we are the BASE of the Democrats, we get NO #tangibles &amp; we experience more voter theft than anyone, we are s…"
24,1253829388346503175,"RT @SuMoh7: 🔁#Indiana CD5 #Election2020-Nov-3

Support CHRISTINA HALE #IN05,&amp; @DemsWork4USA
👉https://t.co/z1QfCzlujg

RT!
#FlipItBlue #YesW…"
25,1253829321552211969,RT @BAMAPERRY: Democrats to Replace Biden at Convention Over Tara Reade Sexual Assault Allegations? https://t.co/uh2kfdzbMV #Election2020 v…
26,1253828136854265857,"RT @SuMoh7: 🔁#Indiana CD5 #Election2020-Nov-3

Support CHRISTINA HALE #IN05,&amp; @DemsWork4USA
👉https://t.co/z1QfCzlujg

RT!
#FlipItBlue #YesW…"
27,1253828019623464961,RT @voteathome: Ballot tracking tools support #voteathome systems by enhancing security &amp; also give voters an ability to track their ballot…
28,1253827241483649025,"RT @rddouglno: Good luck with that!
Maybe they will do it for publicity and press like they said the last time they attacked the U.S. Milit…"
29,1253826637528993797,"RT @NoplaceReally: Of those who say they hate both Trump and Biden, 60% will vote for Biden.  👉🏻👉🏻👉🏻 Even the #DoubleHaters hate Trump more…"
30,1253826607627866113,"RT @MaubachD: Donald Trump announces he loves Baby Shark.

MSNBC headline: “Trump Ignores Experts, Proclaims Sharks Safe: Millions Needless…"
31,1253826586190675970,RT @John_C_Barnett: Over-under on vandalism before November? 😎 #Election2020 https://t.co/YB62aRQcc6
32,1253826530339442689,"RT @melissaswebster: 193.

That’s how many days until Donald Trump is voted out of office and the transition for his removal begins. And th…"
33,1253825906449297414,RT @bojack90s: The #Election2020 is a choice between a man who'd willingly inject you with bleach and a man who'd do it by accident.
34,1253824514384818178,"RT @Nimezzz: Current situation 😒
#COVID19SL #COVID19LK #lka #Election2020 https://t.co/6TqlsQgQuC"
35,1253824163854213123,"RT @KevinYuh: What we get from trump:

1) Hydroxychloroquine 
2) Disinfectant
3) Heat
4) UV Light

What we get w/ from Dem Govs:

1) Leader…"
36,1253822981421379585,RT @derekdob: Joe Biden Sexual Assault Accuser Tells Us New Video Evidence Proves Her Allegations Are True - #CNN #MeToo #NeverBiden #Biden…
37,1253822964077858819,RT @AZConservative1: Biden's Ad Saying Trump is Soft on China Not Going Over Well on the Left https://t.co/gLTATsfYVr #Election2020 via @pj…
38,1253822938341572609,"RT @PoliticalRaces: 2020 Presidential Election News Update🗞:
10 leaders who mattered most on coronavirus response this week
#Election2020 #…"
39,1253822916887826440,RT @crappy_j: Thanks ⁦@JesseKellyDC⁩ for being the voice of conservatives that feel this way. ⁦@realDonaldTrump⁩ needs to snap the fuck out…
40,1253822895022891008,RT @MichaelJFell: Biden's Ad Saying Trump is Soft on China Not Going Over Well on the Left https://t.co/43BpgxSZ6N #Election2020
41,1253822886151950339,RT @diypotus: Trump’s claims about sunlight fact-checked - https://t.co/yfrqUB0oRn - #uspolitics #trump #potus #Election2020
42,1253822105617158147,RT @LloydBentonWil1: Good afternoon fellow #veterans and #SouthCarolinians we need massive #reform in the #palmetto state! #vote for me by…
43,1253821795368566784,"RT @wdunlap: This is Hilarious!!

#Biden2020 #Biden #BidensCognitiveDecline #JoeBiden #Joementia #JoeBiden2020 #CreepyJoe #CreepyJoeBiden #…"
44,1253821501675053056,RT @bojack90s: The #Election2020 is a choice between a man who'd willingly inject you with bleach and a man who'd do it by accident.
45,1253821432758501376,Who else ain't voting this year? RT if u ain't. #Election2020 #FuckBiden #DemocraticPartyGoneToShit
46,1253821270359248897,RT @LuluFriesdat: Ppl are writing letters to the editor asking for $4 BILLION for #Election2020 funding. Have you taken 5 mins to write Con…
